Date,open,high,low,close,adj close,volume,dividends,stock splits
2023-04-06 00:00:00-04:00,209.25,216.94000244140625,208.64999389648438,216.10000610351562,214.4174041748047,26104400,0.0,0.0
2023-04-10 00:00:00-04:00,214.7100067138672,215.66000366210938,210.66000366210938,214.75,213.077880859375,16106100,0.0,0.0
2023-04-11 00:00:00-04:00,215.47999572753906,216.02000427246094,213.41000366210938,213.85000610351562,212.1848602294922,16710100,0.0,0.0
2023-04-12 00:00:00-04:00,214.83999633789062,216.83999633789062,212.5800018310547,214.0,212.333740234375,18972200,0.0,0.0
2023-04-13 00:00:00-04:00,215.72999572753906,221.14999389648438,215.69000244140625,220.35000610351562,218.63427734375,23310400,0.0,0.0
2023-04-14 00:00:00-04:00,217.8800048828125,222.11000061035156,217.5500030517578,221.49000549316406,219.76539611816406,21591200,0.0,0.0
2023-04-17 00:00:00-04:00,219.7899932861328,220.97999572753906,217.1300048828125,218.86000061035156,217.15586853027344,15481900,0.0,0.0
2023-04-18 00:00:00-04:00,219.91000366210938,220.44000244140625,216.2100067138672,217.88999938964844,216.1934356689453,12281000,0.0,0.0
2023-04-19 00:00:00-04:00,213.47000122070312,217.3300018310547,212.92999267578125,215.6999969482422,214.02049255371094,15898100,0.0,0.0
2023-04-20 00:00:00-04:00,213.47999572753906,216.75,212.77000427246094,213.07000732421875,211.4109649658203,16475400,0.0,0.0
2023-04-21 00:00:00-04:00,210.2100067138672,213.41000366210938,209.5800018310547,212.88999938964844,211.2323760986328,17717200,0.0,0.0
2023-04-24 00:00:00-04:00,213.67999267578125,213.9199981689453,210.7100067138672,212.7899932861328,211.13314819335938,15750900,0.0,0.0
2023-04-25 00:00:00-04:00,210.82000732421875,211.25999450683594,207.1300048828125,207.5500030517578,205.93392944335938,19198200,0.0,0.0
2023-04-26 00:00:00-04:00,212.5,214.11000061035156,208.8800048828125,209.39999389648438,207.76953125,41992700,0.0,0.0
2023-04-27 00:00:00-04:00,239.88999938964844,241.69000244140625,236.77000427246094,238.55999755859375,236.7024688720703,71196500,0.0,0.0
2023-04-28 00:00:00-04:00,239.00999450683594,240.42999267578125,235.75,240.32000732421875,238.4487762451172,39554000,0.0,0.0
2023-05-01 00:00:00-04:00,238.6199951171875,244.0,236.4600067138672,243.17999267578125,241.2864990234375,29143900,0.0,0.0
2023-05-02 00:00:00-04:00,243.17999267578125,244.9199981689453,238.99000549316406,239.24000549316406,237.37721252441406,24350100,0.0,0.0
2023-05-03 00:00:00-04:00,239.47000122070312,241.75,232.75,237.02999877929688,235.1843719482422,34463900,0.0,0.0
2023-05-04 00:00:00-04:00,236.05999755859375,238.1999969482422,232.92999267578125,233.52000427246094,231.70172119140625,17889400,0.0,0.0
2023-05-05 00:00:00-04:00,232.24000549316406,234.67999267578125,229.85000610351562,232.77999877929688,230.9674835205078,27000500,0.0,0.0
2023-05-08 00:00:00-04:00,231.4199981689453,235.6199951171875,230.27000427246094,233.27000427246094,231.45367431640625,16400500,0.0,0.0
2023-05-09 00:00:00-04:00,231.4600067138672,235.8800048828125,231.0800018310547,233.3699951171875,231.55288696289062,16865600,0.0,0.0
2023-05-10 00:00:00-04:00,236.1699981689453,236.75,230.72000122070312,233.0800018310547,231.26515197753906,19119000,0.0,0.0
2023-05-11 00:00:00-04:00,233.0500030517578,238.2100067138672,232.3000030517578,235.7899932861328,233.9540252685547,20449000,0.0,0.0
2023-05-12 00:00:00-04:00,236.74000549316406,236.9600067138672,231.4499969482422,233.80999755859375,231.98947143554688,16161400,0.0,0.0
2023-05-15 00:00:00-04:00,236.9199981689453,240.25999450683594,235.3300018310547,238.86000061035156,237.0001678466797,20653200,0.0,0.0
2023-05-16 00:00:00-04:00,235.7899932861328,239.63999938964844,235.52000427246094,238.82000732421875,236.96046447753906,18163800,0.0,0.0
2023-05-17 00:00:00-04:00,238.4499969482422,243.83999633789062,238.13999938964844,242.49000549316406,240.60189819335938,21193100,0.0,0.0
2023-05-18 00:00:00-04:00,241.3000030517578,247.08999633789062,241.19000244140625,246.85000610351562,244.92796325683594,22943300,0.0,0.0
2023-05-19 00:00:00-04:00,247.47000122070312,248.69000244140625,243.41000366210938,245.63999938964844,243.7273406982422,21733600,0.0,0.0
2023-05-22 00:00:00-04:00,245.41000366210938,253.57000732421875,245.1199951171875,248.32000732421875,246.386474609375,27738500,0.0,0.0
2023-05-23 00:00:00-04:00,246.80999755859375,251.61000061035156,246.64999389648438,246.74000549316406,244.8188018798828,17748100,0.0,0.0
2023-05-24 00:00:00-04:00,245.27999877929688,249.58999633789062,244.9499969482422,249.2100067138672,247.26959228515625,17724300,0.0,0.0
2023-05-25 00:00:00-04:00,253.39999389648438,255.6199951171875,249.1699981689453,252.69000244140625,250.7224578857422,22371400,0.0,0.0
2023-05-26 00:00:00-04:00,252.92999267578125,262.30999755859375,252.7100067138672,262.0400085449219,259.9996337890625,25727200,0.0,0.0
2023-05-30 00:00:00-04:00,265.25,268.6499938964844,261.2900085449219,262.5199890136719,260.47589111328125,23816500,0.0,0.0
2023-05-31 00:00:00-04:00,260.0,265.0,258.45001220703125,264.7200012207031,262.6587829589844,25473700,0.0,0.0
2023-06-01 00:00:00-04:00,265.8999938964844,274.0,265.8900146484375,272.6099853515625,270.4873352050781,25609500,0.0,0.0
2023-06-02 00:00:00-04:00,272.6600036621094,275.3500061035156,271.1199951171875,272.6099853515625,270.4873352050781,19416900,0.0,0.0
2023-06-05 00:00:00-04:00,270.29998779296875,275.57000732421875,269.55999755859375,271.3900146484375,269.27685546875,20742900,0.0,0.0
2023-06-06 00:00:00-04:00,270.1400146484375,276.57000732421875,269.69000244140625,271.1199951171875,269.00897216796875,19419000,0.0,0.0
2023-06-07 00:00:00-04:00,271.6700134277344,274.25,262.79998779296875,263.6000061035156,261.5475158691406,26163600,0.0,0.0
2023-06-08 00:00:00-04:00,260.6199951171875,267.6499938964844,258.8800048828125,264.5799865722656,262.5198974609375,20899400,0.0,0.0
2023-06-09 00:00:00-04:00,262.4800109863281,267.95001220703125,261.70001220703125,264.95001220703125,262.88702392578125,16949800,0.0,0.0
2023-06-12 00:00:00-04:00,267.1700134277344,271.75,265.3299865722656,271.04998779296875,268.9395446777344,15442500,0.0,0.0
2023-06-13 00:00:00-04:00,274.8800048828125,275.7200012207031,269.0899963378906,271.32000732421875,269.2074279785156,16164000,0.0,0.0
2023-06-14 00:00:00-04:00,271.8900146484375,274.989990234375,268.32000732421875,273.3500061035156,271.2215881347656,19175100,0.0,0.0
2023-06-15 00:00:00-04:00,272.29998779296875,283.989990234375,271.4200134277344,281.8299865722656,279.63555908203125,25973500,0.0,0.0
2023-06-16 00:00:00-04:00,284.75,287.8500061035156,280.1300048828125,281.0,278.8120422363281,43127700,0.0,0.0
2023-06-20 00:00:00-04:00,278.7300109863281,284.79998779296875,276.2200012207031,284.3299865722656,282.1160888671875,20701600,0.0,0.0
2023-06-21 00:00:00-04:00,283.5299987792969,284.0,278.3599853515625,281.6400146484375,279.44708251953125,20556200,0.0,0.0
2023-06-22 00:00:00-04:00,279.0799865722656,285.260009765625,277.7900085449219,284.8800048828125,282.6618347167969,17563100,0.0,0.0
2023-06-23 00:00:00-04:00,281.510009765625,289.6700134277344,278.95001220703125,288.7300109863281,286.48187255859375,51092000,0.0,0.0
2023-06-26 00:00:00-04:00,288.70001220703125,289.7900085449219,277.6000061035156,278.4700012207031,276.3017272949219,24232700,0.0,0.0
2023-06-27 00:00:00-04:00,282.010009765625,289.3500061035156,280.6499938964844,287.04998779296875,284.81494140625,26108300,0.0,0.0
2023-06-28 00:00:00-04:00,284.82000732421875,289.54998779296875,284.05999755859375,285.2900085449219,283.068603515625,16722100,0.0,0.0
2023-06-29 00:00:00-04:00,284.5,286.57000732421875,280.69000244140625,281.5299987792969,279.3378601074219,15395700,0.0,0.0
2023-06-30 00:00:00-04:00,284.760009765625,289.04998779296875,284.4200134277344,286.9800109863281,284.7455139160156,19694900,0.0,0.0
2023-07-03 00:00:00-04:00,286.70001220703125,289.3999938964844,284.8500061035156,286.0199890136719,283.79290771484375,8629300,0.0,0.0
2023-07-05 00:00:00-04:00,287.6499938964844,298.1199951171875,286.3599853515625,294.3699951171875,292.0779113769531,33865500,0.0,0.0
2023-07-06 00:00:00-04:00,295.8900146484375,298.1199951171875,291.30999755859375,291.989990234375,289.7164001464844,47600500,0.0,0.0
2023-07-07 00:00:00-04:00,292.17999267578125,296.20001220703125,288.6600036621094,290.5299987792969,288.2677917480469,25586000,0.0,0.0
2023-07-10 00:00:00-04:00,295.54998779296875,298.1300048828125,287.04998779296875,294.1000061035156,291.8100891113281,37058300,0.0,0.0
2023-07-11 00:00:00-04:00,293.8999938964844,300.17999267578125,291.8999938964844,298.2900085449219,295.9674072265625,27585900,0.0,0.0
2023-07-12 00:00:00-04:00,301.75,309.45001220703125,300.1000061035156,309.3399963378906,306.93133544921875,36677100,0.0,0.0
2023-07-13 00:00:00-04:00,313.6199951171875,316.239990234375,310.2900085449219,313.4100036621094,310.9696960449219,30281000,0.0,0.0
2023-07-14 00:00:00-04:00,311.7900085449219,314.8800048828125,307.3599853515625,308.8699951171875,306.46502685546875,23054100,0.0,0.0
2023-07-17 00:00:00-04:00,307.5400085449219,311.7099914550781,304.7099914550781,310.6199951171875,308.20135498046875,25323100,0.0,0.0
2023-07-18 00:00:00-04:00,310.8800048828125,314.20001220703125,307.6199951171875,312.04998779296875,309.6202087402344,20731900,0.0,0.0
2023-07-19 00:00:00-04:00,313.0299987792969,318.67999267578125,310.5199890136719,316.010009765625,313.5494079589844,21763700,0.0,0.0
2023-07-20 00:00:00-04:00,313.5,315.5400085449219,302.2200012207031,302.5199890136719,300.16448974609375,23836900,0.0,0.0
2023-07-21 00:00:00-04:00,304.57000732421875,305.4599914550781,291.20001220703125,294.260009765625,291.9687805175781,42139300,0.0,0.0
2023-07-24 00:00:00-04:00,295.7799987792969,297.5199890136719,288.29998779296875,291.6099853515625,289.3393859863281,24915700,0.0,0.0
2023-07-25 00:00:00-04:00,295.19000244140625,298.29998779296875,291.8599853515625,294.4700012207031,292.1771240234375,19585600,0.0,0.0
2023-07-26 00:00:00-04:00,301.19000244140625,301.7699890136719,291.8999938964844,298.57000732421875,296.2452392578125,47256900,0.0,0.0
2023-07-27 00:00:00-04:00,325.1199951171875,325.3500061035156,309.8399963378906,311.7099914550781,309.28289794921875,64229200,0.0,0.0
2023-07-28 00:00:00-04:00,316.8800048828125,326.20001220703125,314.25,325.4800109863281,322.9457092285156,39220300,0.0,0.0
2023-07-31 00:00:00-04:00,323.69000244140625,325.6600036621094,317.5899963378906,318.6000061035156,316.11920166015625,25799600,0.0,0.0
2023-08-01 00:00:00-04:00,317.5400085449219,324.1400146484375,314.6600036621094,322.7099914550781,320.1972351074219,22817900,0.0,0.0
2023-08-02 00:00:00-04:00,318.0,318.3900146484375,310.6499938964844,314.30999755859375,311.8627014160156,20461100,0.0,0.0
2023-08-03 00:00:00-04:00,309.92999267578125,315.95001220703125,309.92999267578125,313.19000244140625,310.7513732910156,15180200,0.0,0.0
2023-08-04 00:00:00-04:00,314.9599914550781,318.4100036621094,310.20001220703125,310.7300109863281,308.310546875,17612800,0.0,0.0
2023-08-07 00:00:00-04:00,313.2300109863281,317.07000732421875,310.4599914550781,316.55999755859375,314.0951232910156,16236500,0.0,0.0
2023-08-08 00:00:00-04:00,314.3999938964844,317.8900146484375,310.1099853515625,312.6400146484375,310.2056884765625,15183500,0.0,0.0
2023-08-09 00:00:00-04:00,312.8800048828125,313.6300048828125,302.8500061035156,305.2099914550781,302.8334655761719,19955800,0.0,0.0
2023-08-10 00:00:00-04:00,307.94000244140625,312.3399963378906,303.8699951171875,305.739990234375,303.3594055175781,14358900,0.0,0.0
2023-08-11 00:00:00-04:00,302.57000732421875,304.7200012207031,300.3599853515625,301.6400146484375,299.29132080078125,14046300,0.0,0.0
2023-08-14 00:00:00-04:00,300.9800109863281,306.2099914550781,298.25,306.19000244140625,303.805908203125,15641900,0.0,0.0
2023-08-15 00:00:00-04:00,306.1400146484375,307.2300109863281,300.0299987792969,301.95001220703125,299.598876953125,11623600,0.0,0.0
